,tweet
20106," congrats on raising $1m on , a record."
20107, in miami tracking s $250m renovations. will be america's top resort. just signed for 10 yr ext.
20108, don t be easily pleased with yourself or with anything else. be tough & fight to keep your standards high. -think like a champion
20109," great, good luck!"
20110," when your brand begins to build, you too will be faced with oportunities for greater recognition. midas touch"
20111," republicans have very strong hand in their fight against obamacare-lets see if they are willing and able to play it ""tuf""!"
20112, loks like anthony weiner is through-most recent poll has him deeply in last place. good news
20113," "": sir, you would have my vote 100% guaranted if you decided to show these demorats how to run this country."""
20114," "": pls help highlight and rt protect blackdog: welcome to the protect blackdog blog!"
20115," "": the fact that is considering a presidential run makes me so excited"""
20116," "": great job on greta tonight! i am a huge fan and you really inspire me!"" thank you."
20117," "": if you're president , i'l move to the states tomorrow ! trump you are hired"" thanks!"
20118," "": great interview on greta. can i tell you that i think that you are awesome? thank you!"
20119," "": c'mon, you know you're the only one capable of beating clinton"""
20120," "": if you ran for president you have my vote. get this economy back on track!"""
20121," "": i think he'l lead the pols like last time- it will be a healthy victory for trump"""
20122," "": if runs in 2016 he will be hard to beat;"
20123," "": you should be the president of my country, mexico."" i better learn spanish very fast!"
20124," if it doesn't sel, it isn't creative. - david ogilvy"
20125, more on benghazi cover up: attorney for whistleblower: 400 u.s. misiles stolen in benghazi really bad.
20126," obama has exempted busineses, his staff and all of congress from obamacare. why is he still forcing the monstrosity on the u.s.?"
20127, i will be on greta tonight at 10 pm on fox news.
20128," re timewarner, i am going to be switching many of my buildings to another service this is ridiculous!"
20129, i mised the pga championship because it was not broadcast by timewarner . why aren t they giving subscribers major discounts?
20130, . refuted every point karl 1.6% rove made on the need to defund obamacare.must listen
20131," the patch, a total loser for , will be a good deal compared to . laughs at stupid armstrong!"
20132, congrats to of for exposing jason linkins of as a lightweight dope who gives false information.
20133," wow, good competition!"
20134, still a buyer s market but somewhat fragile. be sure to calculate the risk of rising rates coming sooner than you think!
20135," . is the windy city's sole skyscraper to feature a 4 star hotel, 4 star restaurant & spa"
20136, i agre-- is going down with and patch & hates tim armstrong.
20137," "" are your ties available in south africa?"" you can order them online .com"
20138, thanks.
20139," so true! just a business tool used by the best! ask carl, waren, etc."
20140, deal done--to late dopey!
20141," "" i'm so happy that you find time to twet. i really enjoy following you."" thanks amy."
20142," "" hay mr. trump! you're my rolemodel,and i love your show(celebrity aprentice)"" thanks!"
20143, thanks.
20144," god.morning, i'm going to work!"
20145," "": donald trump is a bos. always trumpin' people...and trumpin' the competition. love it. ceo"""
20146," "": wish donald trump didn't stop running for president."" so do i!"
20147," "": i want to one day slap donald trump in the face"" but remember, dumy, he hits back really hard!"
20148," "": i like thinking big. if you re going to be thinking anything, you might as well think big. donald trump"""
20149," "": fool donald trump once, shame on you. fool donald trump twice wel, you can t fool him a second time!"
20150," "": mac miller has one good song & its ""donald trump"" & its really just the beat that's col."" and the name!"
20151," "": donald trump is his only good song in my opinion"" except for his donald trump song, little mac miler's music sucks!"
20152," "": remember when donald trump blocked me. i'm proud of myself"" no, you're a loser!"
20153," "": buying egyptian cotton covers and silk shets for my donald trump serta king size bed first thing tomorow.!"" bed-serta!"
20154," "": some of us never stopped ignoring him. rt : only the really smart one's never stoped.!"
20155," "": my hubby just said you're his 2016 pick. i told him to get in line. i picked you first. adorable!"
20156," "": save us mr trump 2016"" do not fear!"
20157," "": . i'm voting for you whether you officially run or not! trump for prez and christie for vp."""
20158," "": america needs a businessman to run the country,not a politician with zero business acumen."""
20159," "": is too smart. he's the real deal. rolemodel. love ya man!"" you sound great!"
20160," "": i dont know how you do it. getting the attention of mass media with ridiculous bulshit. you are special"""
20161," "": what could donald possibly say that romney, mcain, santorum, palin, and bachman haven't"" plenty"
20162," "": will i have the opportunity to vote for you in 2016? we will se, thanks!"
20163," not only is a racist (and boring), he's a really dumb guy!"
20164," "": - how do you deal with idiots on daily basis?"" ignore them."
20165," "": obama!! is gona knock to the ground on a debate."" he woild.have no chance -lets go!"
20166," "": i want to learn golf from the best. can you teach me? :) i heard you are an amazing golfer!"" true!"
20167," "": i got dolars on trump."
20168," "": hel, reality gets under his skin. :d rt : i think blocked me."" true, because you're a boring racist!"
20169," "": ...maybe you will be debating hilary!"" maybe!"
20170," "": ariana has 1.3 million folowers"" trump is new and has 2.3 million"
20171," "": michael more likes her"
20172," "": i would pay to see debate obama!!"" ok with me!"
20173," "": is even regarded as a valid source of information.. by anyone??"" no!"
20174," "": all good cos i dont read hufington post. its garbage"" it is failing badly!"
20175," "": you are an important person that's why can't stop talking about you."""
20176," "": they re-run stories every hour....and yes she is as goofy as she is dopey!"
20177," , i would love to represent your husband-you would end up with nothing! and please don't call tim armstrong stupid and weak?"
20178, did the poor but smart to leave ex-husband of get any of the dolars she got for the use of his name in really stupid aol deal?
20179, the failing and dopey are writing so much false junk about me-they just can't get enough! be careful.
20180," "" i love all your inspirational quotes! it keps us going... thanks donald!"" great!"
20181, he knows the best place!
20182," a long time ago, thanks."
20183," i understand, thanks."
20184," thank you readers' choice: trump int'l hotel las vegas has been nominated by 10 best for ""best pet-friendly hotel"""
20185," ""make your life as groundbreaking as posible, while also minding the tides and riptides around you."" - think like a champion"
20186," "" my 19 year old son, logan, is hoping you run in 2016. me to!"" thank you logan and erin."
20187," "" you have my vote! "" thanks."
20188, thanks.
20189, so true--thanks.
20190, congratulations to on winning the pga championship. great job!
20191," money may not grow on tres, but it does grow from talent, hard work, and brains. think like a billionaire"
20192, thank you!
20193," "": great speech in iowa"" thank you, it was fun!"
20194," "": hey i walked into the lobby of trump soho. by far the best hotel and professional staff in nyc."" thanks!"
20195," "": send some ties to eric boling. he needs them."" is this so?"
20196," "": we need you in the white house trump!"" thank you!"
20197," "": visited trump towers today in new york. it's a beautiful building """
20198," "": . caled here in la; prepaid 2 mos w/out a discount yet for sho & tmc; got my bill reduced by $59/mo +credit."
20199, i can't believe that in new york we can't watch the pga championsip on cbs. how .much discount is time warner giving its customers?
20200," "": you are the only candidate ! we need someone like you who wants nothing but to save our country and make great"
20201, - very fair interview!
20202," "": : great job on this wek! way to stick it to the liberal media."""
20203," "": just saw you on - absolutely awesome. thanks for giving me hope in the us."""
20204," "": just saw last nights speech via desmoines register - was amazing mr. trump! thanks dan!"
20205," so nice, good morning!"
20206," thank you, i had an amazing time!"
20207," "": . great job during your interview on ! this country needs you."" thank you!"
20208," don't lie, you will watch with great gusto!"
20209, my finances have been totally filed dumy!
20210," it was great being with you last night - fantastic people, and bob v is special!!!"
20211, should be interesting - lets see how fair and honest they will be! enjoy
20212, i enjoyed my intetview with -i only hope it is fairly edited!
20213, very interesting!!!
20214, thanks thomas!
20215," "": where's this saturday morning? twitter not as much fun without the donald!"" i agree 100% - and thanks!"
20216, . stay tuned!
20217," "": i bought a shirt two years ago while visiting ny, still receiving compliments!! love it!!"" thanks!"
20218, big crowd expected tomorrow night in iowa. it will be interesting and fun - great people!
20219," watch what people are cynical about, and one can often discover what they lack. - general george s. paton"
20220, eliot had a terrible debate performance this morning against scot stringer. he can t spin his failing and contemptible public record.
20221," the trump signature colection, exclusively available at , is the pinnacle of style and prestige"
20222, thank you for puting my scotland course on your cover and a top 100 course in the world.
20223," colin montgomerie you are not only a great golfer, you are doing a great job of commentary"
20224, first minister will be destroying the beauty of scotland with his insane desire for bird killing wind turbines.
20225, . is making a truly stupid mistake by forcing ugly industrial wind turbines down scotland s throat he's hated for it.
20226," if the gov't shuts down, it is because obama wants to make working americans buy obamacare while busineses and gov't are exempt."
20227," if fm needs to litter scotland w/ ugly industrial wind turbines to gain independence, he will lose!"
20228, fact the reason why americans have to worry about a government shutdown is because obama refuses to pass a budget.
20229," re: hiring contractors, remember the cheapest isn't always the best. their work may have to be redone & they may not be reliable."
20230," in the latest pol, danger-weiner s numbers have sunk. i wonder how carlos handled the stres? he is one whacko sicko sexter."
20231, i will be adresing a fantastic ames crowd at tomorow's leadership summit
20232, . really solid playing--kep going!
20233, . great playing--we are proud of you!
20234," via : ""iowa evangelical leader says donald trump is bold and transparent"""
20235," blackdog, scotland, started a petition against ."
20236, thanks.
20237," when we finish, it will be one of world's great hotels."
20238," ""made sure to visit during our 1st vacation to nyc. well done !"" thanks."
20239, only some!
20240," "" money solves all problems wrong!"
20241," sleepy eyes , when looking at my financial filings, should ve said great job mr. trump, sir."
20242," doesn t dummy realize that when i considered running for president, i filed financial papers showing unbelievable numbers."
20243, sleepy eyes one of the dumbest voices in politics-- is angry that i m doing .
20244," "". biggest motivation and thee best role models ever!"" bill is a terrific guy!"
20245, he should meet him & beat him--but that doesn't look like it's going to hapen.
20246," wrong, piers is smart & tough and, when you get to know him, a really good guy--and loyal!"
20247," "": we will have electric and people will make money but birds will be extinct in 20 years."""
20248," obama should meet with putin snd convince him to do what is good for the u.s. it's caled good dealmaking or, simply, leadership! cajole."
20249," "": dude that's freaking cool as heck rt wind turbine blades will slice 14 million birds and bats to death in 10 yrs"
20250," "": wind turbine blades will slice 14 million birds and bats to death in mid-flight during the next decade."
20251," "": i would prefer a trump/giuliani ticket, but a trump/anyfreakingbody ticket would make me delirious."
20252, thanks
20253, 66
20254, thanks.
20255," "": i met someone this evening who had a story about what you did for some foster kids and it moved me. thsnks."
20256, thanks.
20257, have a great time-hapy birthday!
20258, thanks.
20259," "": in my eyes the greatest real estate coach is donald trump. he leads by example!"" i am the best,thx"
20260, have a happy birthday.
20261," "": thank you. warned for a year now about windfarms - salmond is a moron"""
20262," "": windfarms are destroying the environment and bird wildlife. may not be politically corect, but it's the truth."
20263, so true-alex salmond is absolutely killing these great and brave people!
20264," for all of those who have been asking about online sales, the donald j. trump signature collection ties & shirts are sold .com"
20265, being true to yourself equals being true to your brand.that s the solid foundation that will keep your brand flourishing. -midas touch
20266, just a few days until i keynote at leadership summit in iowa very exciting
20267, it s a good idea to take your own pulse once in a while instead of focusing on what the mases are doing. think like a champion
20268," "" england loves donald trump. where can we buy your ties from over here please?"" check out .com"
20269," great, go get 'em!"
20270, because piers won celebrity apprentice & is wonderful--and i just started with twiter.
20271," ""hey visited trump international hotel in vegas yesterday. what a fantastic hotel."" thanks!"
20272, great!
20273," "": dream team for president/ vice president ticket 2016. make it hapen!"" i am proud of trace!"
20274," "": drove around the new ""blue monster"" again tonight. saving photos. what donald trump has done here will shock golf world!"
20275," "": my favorite person on twitter is "" thanks!"
20276, thank you!
20277," ""patience is the greatest of all virtues."" -- cato"
20278," ""get respect, and do not give a damn if people like you."" --think big"
20279, definiteness of purpose is the starting point of all achievement. - w. clement stone
20280, thanks.
20281," keep your chin up, keep going."
20282, thank you.
20283, good luck!
20284, my honor!
20285," do not underestimate yourself, and know you are able to handle what comes your way by increasing your leverage."
20286, ft. hood jihadi nidal hasan has been paid over $300g in army salary while on trial. his victims are deprived of any benefits...
20287, . s 2013 dwindling sales continue to sink at an even faster record rate under graydon carter disaster!
20288, thanks ian.
20289, great being on your show--se you son!
20290, thanks!
20291, thank you.
20292, . features a striking glass walled building w/ loft inspired interiors nyc's trendiest luxury hotel
20293, the trump organization is honored to have been awarded the redevelopment of the old post ofice. will be dc's finest hotel.
20294," ""trump finalizes agreement for trump international hotel, the old post office building, washington, d.c."""
20295, excited to be keynoting leadership summit in iowa this saturday
20296, happy birthday shane.
20297, weiner is a joke....
20298," "": sixteen is amazing!!!! the best dinner i've ever had in my life!!!"" thanks,best in chicago!"
20299," "": . love chicago trump hotel. beautiful. raises the bar for other hotels."""
20300," "": is my model. i have been looking up to him for the longest time."" thanks!"
20301," "": godamit. i agree with trump. mt "": a-rod gets 200 game penalty. it's time to let pete rode into the hal!"
20302, hi!
20303, hi!
20304, let in the hof - it's time!
20305," "": has inspired me to have a fundraiser event this sunday at my home for a bone marrow case."
20306," "": just checked in at trump itnl hotel las vegas. we love our amazing suite! thank you!"" enjoy!"
20307, good luck again!
20308, happy birthday!
20309," ""by failing to prepare, you are preparing to fail."" --benjamin franklin"
20310, best to look up titles at under publications. start with the art of the deal and never give up.
20311," if you love what you're doing, the energy and passion will be there. it's the best way to suced."
20312," yes, it will be amazing."
20313, thank you brian and good luck.
20314," be tough, be smart, be personable, but don t take things personaly. that s good busines. think like a champion"
20315," i ve found that people work harder when they are held acountable, and their confidence rises along with that. midas touch"
20316, thanks!
20317, great!
20318," ""you have to learn the rules of the game. and then you have to play better than anyone else."" albert einstein"
20319," ""our greatest weakness lies in giving up. the most certain way to succeed is always to try just one more time."" thomas a. edison"
20320, thanks jake.
20321, why has all time hits leader pete rose paid a 20 year price whrn a-rod gets 200 game penalty. it's time to let pete into the hall of fame!
20322," that could hapen, he is terific!"
20323," "": donald trump for potus...just saw you on greta's show...you give me hope for the future...god bles!!!"""
20324, thank you!
20325," "": how sick is 's ? maybe a future or in 5 yrs"""
20326," "": ""you're making deals with non-deal-makers."" on the u.s. government."" and that is a real problem!"
20327, thank you rob!
20328," "": great interview!"" thanks!"
20329, thanks michele!
20330, will be on with greta tonight at 10 on fox-always a great show with greta!
20331," "": spent the night at the trump taj mahal in ac. had a great time!!!!! great staf!"""
20332, the old post office building in washington (d.c.) will soon be transformed into one of the great hotels anywhere in the world-lots of jobs!
20333, we.signed our deal to take over the historic old post office on pensylvania ave. from the u.s. and convert it into super luxury hotel-jobs!
20334," ""action speaks louder than words but not nearly as often."" --mark twain"
20335, thanks!
20336," take your work seriously, take yourself less seriously. it s a great recipe for some good times & great memories."
20337," look at the solution, not the problem--and never give up."
20338, thanks.
20339," omikrondreamer "" do you wear your own ties?"" yes."
20340, great!
20341," ""thank you for the asignment!!!!! "" great job, fredrik!"
20342," ""what you get by achieving your goals is not as important as what you become by achieving your goals."" - goethe"
20343," ""donald trump s breaks $1m for comedian adam carola: new crowdfunding site sets record"""
20344," via : ""thomas jeferson, donald trump share love of grapes in virginia"""
20345," the key word is ""yet."" keep at it, never give up."
20346," pursue it starting today. ""action is the foundational key to all suces."" pablo picaso"
20347," "": i would like to hear the answer to that johny football question?"" with a little good guidance, great!"
20348, do not settle for remaining in your comfort zone. being complacent is a good way to get nowhere. get your momentum going and keep it going.
20349, a good question for would-be entrepreneurs to ask themselves: what am i pretending not to se? there are a lot of oportunities out there.
20350, the art of the deal.
20351," please send info to 725 fifth ave, n.y. 10022. thanks."
20352," "": is raising money for cancer the whole month of august. in two days we have raised $1500."
20353," "": we hit 03,000 views today for breast cancer- know you care! please rt!"
20354, great going.
20355," "": just started reading your book it's freaking amazing!"""
20356," "": my big job interview for my promotion is wednesday and i'm going to channel to win the job! go get it!"
20357, thank you!
20358," "": siping on some starbucks in the trump towers my first day in nyc. very impressive and inspirational amazing!"
20359," "": not gona lie is my idol"" great!"
20360," "": just stayed at trump in vegas and dined privately at djt. fabulous!"""
20361," "": i think i'm anticipating the next season of celebrity apprentice more than the start of football season."""
20362, history does not long entrust the care of freedom to the weak or the timid. - dwight d. eisenhower
20363, happy birthday!
20364, let me sum this up for you...
20365, that's great!
20366, less than ten days until i keynote leadership sumit. tix going fast.
20367," 's sparkling, white & red wine colections have won numerous major awards & acclaim including"
20368, keystone xl should be aproved but more importantly we should be drilling & fracking our own resources. would be an economic windfal.
20369," do as i say, not as i do. obama just granted a special obamacare exemption for all congress all are hypocrites!"
20370," over 35 cia operatives were on the ground in benghazi the night of the 9.11 attack still a ""phony scandal""?"
20371," ""if once you forfeit the confidence of your fellow citizens, you can never regain their respect and their estem."" abraham lincoln"
20372," for all of those who have been asking about online sales, the donald j. trump signature collection ties & shirts are sold .com"
20373, wrong!
20374," "" how long until a trump golf course hosts a major?"" very son!"
20375," ""go confidently in the direction of your dreams. live the life you have imagined."" - henry david thoreau"
20376, i know!
20377," "": staying at the trump in chicago. well done sir. this place is amazing chicago trump"""
20378, thanks.
20379, thanks!
20380," "": you're one of the only voices of reason in this crumbling nation! america needs a clean up!"""
20381, isn't it sad the way putin is toying with obama regarding snowden. we look weak and pathetic. could not happen with.a strong leader!
20382," "": help me i am depresed"". keep your chin up!"
20383," "": like when bush kiled all those kids in iraq when he invaded the wrong country?"" really bad war"
20384," "": i'm a big fan of the new ties. "" thanks, selling great at.macy's!"
20385," "": do you think there's any chance of changing the course we're on?"" yes, but we must move quickly!"
20386," "": country shouldn't be capitalized there donald."" i always cap when talking about the usa (only)!"
20387," "": . do u ever get sad?"" yes, when i look at what's happening to our country!."
20388," "": - so cool that and are twitter friends!!"" -and real friends, joel is the best!"
20389, thank you!
20390," "": trump soho is the best hotel."" thanks."
20391, i m on tonight to talk about what the yankes should have done about a-rod long ago
20392, thank you.
20393, perhaps.
20394, eliot better have a great pre-nup i want to help silda in her negotiation.
20395, people don t know that eliot s father is very rich. eliot likes to pretend he s poor to appeal to voters.
20396, wow! does eliot spitzer have a girlfriend? this is getting exciting.
20397," ""if you don't do your part, don't blame god."" - billy sunday"
20398," "" you should vine more often, they're great! thanks!"
20399, it is a great victory for nyc that a-rod will never wear pinstripes again.
20400, i am getting worried about chris mathews. is he drinking again?
20401, chris mathews ratings are at new historic lows. he is single-handedly destroying the entire chanel.
20402, snowden is handing over to russia a treasure trove of intel. our politicians are incapable of dealing!
20403, a sad day for america with snowden being granted asylum in rusia. putin is laughing at obama.
20404, be sure to keep following anouncements on the development of trump international golf club dubai. will be spectacular.
20405," my int. on china, the economy and my upcoming keynote at leadership summit"
20406," "" so proud to be going to your alma mater you smart man"" great."
20407," "" thoughts on snowden being granted asylum in rusia?"" no respect for u.s. by rusia."
20408, being associated with joel is my great honor--he is a fantastic man!
20409, i wonder who 's first guest will be---- his show will be great!
20410, who knew this innocent kid would grow into a monster? trump
20411, sucks!
20412," what the mind can conceive and believe, and the heart desire, you can achieve. - norman vincent peale"
20413," when i jokingly said ""bring back steve jobs to run aple"" because apple has not been doing wel, the haters & losers had a field day! sad."
20414," "": ""obama needs to listen to "" - nope, must do it. obama clueles & in over his big head."""
20415," "": what will it take to bring back the made in the usa label?"" great leadership!"
20416," "": life is too short to hang around cynical people. find people who will believe in your dreams and celebrate your victories."""
20417," "": obama needs to listen to so we can turn things around economically !!"" so true, and it would be so easy!"
20418, conservative!
20419," "": thanks mr. trump we teresa say hello to teresa-tel her to keep her chin up"
20420," yes, very son. project will be amazing!"
20421, have fun!
20422, thank you.
20423," "": trump soho the best looking building in the country. no other building in the world loks like it."" thanks!"
20424," "": hi don, what are your thoughts on teresa guidice????"" a really nice person-hopefuly everything will work out"
20425, happy birthday glenda!
20426," "": ....trump soho...... you're briliant!"" it has proven to be a great hotel....thanks."
20427, thanks.
20428, thanks tim!
20429, thank you.
20430, thank you for those nice words!
20431," "": i hope that one day i'l have a career like yours. you're such a role model to me! "" thank you!"
20432," now with the danger-weiner campaign dead, time to focus on crazy eliot spitzer. a man who has never earned 10 cents in his life."
20433," just like organization, i can t wait for to suspend a-rod. will be a great day for the sport."
20434," ""i survive on bread, water and 's essential twets"" great!"
20435," "" are you redoing the red course doral to?"" yes."
20436," "" appreciate the advice. neded that today. thank u."" my honor."
20437, obama believes benghazi is a phony scandal. nothing phony about americans being kiled by islamists.
20438, surprise? 1970 s global cooling alarmists were pushing same no-growth liberal agenda as today s global warming
20439, great piece by exposing how karl 1.6% rove coked a poll in support of obamacare
20440, have a great day.
20441, be sure to listen to my interview on tonight s . steve is a terrific guy!
20442," ""defund it, or own it. if you fund it, you're for it."" -"
20443," via ""donald trump has major aspirations for his trump national golf club in virginia"""
20444," ""trump: something mentally wrong with weiner"" via by"
20445, looking forward to keynoting leadership sumit. tickets selling out
20446, congratulations to on her big ratings win for the evening news. diane is a spectacular person.
20447," "": that he even has any poll numbers is bafling."" true!"
20448, thanks.eric.
20449," "": whose worse weiner or arod?"" too close to cal!"
20450, poll numbers have nosedived for pervert nyc mayoral candidate anthony weiner- good news for new york!
20451, thank you andy!
20452," sorry dopey, i bought lots of facebok stock at 16."
20453," "": dear sir... so can i ask. hpw can i fuel my pasion"" only by doing something that you love!"
20454," justin, it will be on in the fall - the cast will be great!"
20455, thanks sonia.
20456," without passion you don't have energy, without energy you have nothing!"
20457," "": you have to have big ideas, but you've got to have energy to get them done. ~ donald trump"""
20458," "": i know a lot, but one thing i know is that i don't know everything. ~ donald trump"""
20459," "": when somebody chalenges you, fight back. be brutal, be tough. - donald trump"""
20460, thank you so much adam!
20461," ""even a mistake may turn out to be the one thing necessary to a worthwhile achievement."" - henry ford"
20462, the best way out is always through. - robert frost
20463, thanks.
20464," ""trust in god and be true to yourself."" mary macleod trump ""know everything you can about what you're doing."" fred c. trump"
20465, the golden rule of negotiating: he who has the gold makes the rules.
20466, negotiation tip: be reasonable & flexible. being open to change could lead you into a fortunate situation and open the door to inovation.
20467, the art of the deal is a good start.
20468, i love what i do. you have to have passion for your work in order to be sucesful. that's number one.
20469, negotiation tip: think about what the other side wants. know where they're coming from. try to create a win/win situation.
20470," negotiation tip: be patient, be persistent, be stuborn. know exactly what you want and keep it to yourself."
20471, thanks!
20472," "" which one of your trump courses is your favorite to play?"" hard to say--al are fantastic."
20473," "": i got some ties. the quality is unparalleled at that price point."""
20474," "": rt : once you learn to quit, it becomes a habit. - vince lombardi"""
20475, wow--great! thanks.
20476," "" what advice would you give 's wife huma?"" take of!"
20477," "" donald, out of all the resorts you own, which do you consider the best?"" i'd better not say!"
20478," once you learn to quit, it becomes a habit. - vince lombardi"
20479, thanks!
20480, happy birthday.
20481, via : donald trump to speak at the family leadership summit get tix
20482," "" i love your sayings..very inspirational..thank you"" thanks."
20483, i'm at trump national dc watching the championship--fantastic young players! .
20484, it will really be amazing when complete.
20485, thanks.
20486," ""a good 75% of 's twets get favorited"" great!"
20487, you can have a round on me!
20488," ""suces is not the key to hapines. happiness is the key to suces. if you love what you are doing, you'l be a suces."" - a. schweitzer"
20489," "" besides hard work, what has made you such an enormous suces?"" i love what i do."
20490, don't tread water. get out there and go for it. there's nothing wrong with bringing your talents to the surface.
20491," "": : i'm busy reading 'the midas touch' and its so inspiring! thank you donald trump and robert kiyosaki."""
20492, true!
20493," "": what do you mean if donald ran!? if he doesn't run, we're sunk."""
20494, the art of the deal!
20495," "": if u ran for president how will u get your ideas pased by senate & congres? it's leadership!"
20496," "": please tell me another apprentice is coming !!"" it is!"
20497," "": beating china, and i'd just like to see someone that's in it for the good of the usa. great!"
20498," "": ...it's sunday night and i'm missing celebrity apprentice in a bad way! we start shooting in the spring!"
20499, thanks colin.
20500," "": if mr. trump runs for president, america will get back to beating china! go trump!!"""
20501," "": too wana hear the truth? listen to donald trump it's that simple"""
20502," "": donald speaks the truth but i guess thats a foriegn language to most of you guys!"""
20503," "": no i can't say i see it, i don't see the u.s as a major player ever again. thanks to obama""wrong"
20504," "": what advice do you have for an inspiring entrepreneur?"" come up with a great idea and then work your ass off"
20505," "": do you have someone you would trust to run your busineses while you were president? my kids!"
20506," "": you will get suport, but you have to be serious about it and you have to stay in the race."""
20507," "": with as president usa will be back on top"" true!"
20508," "": ate the best steak of my life at your trump hotel in waikiki, hawai. tremendous service and menu! mahalo!"""
20509," "": there will come a day when everyone will say ""we should have listened to donald trump."" so true!"
20510," "": is there anyone that loves you more than yourself?"" probably not!"
20511," "": when is scheduled to b completed? can't wait 2 see da chopa in march"" very son!"
20512," "": really hoping nbc will officially announce renewal of show very son! apprentice is casting now-season 14."
20513," "": for the wek, # for junior pga championship is at trump dc"
20514," "": : the only reason i came to dc for my sister's golf tournament is to see donald trump speak at the dinner thanks!"
20515," "": what one thing would it take for you to run for president in 2016?"" great suport!"
20516," "": derek jeter, what a return! he is the anti a-rod, great leader. have you met him?"" he is a great guy!"
20517," "": do you ever see the usa once again becoming a manufacturing power?only with new & capable leadership."
20518," "": "": quick visit to best golf course in 'merica. when is ur next visit back to dc? tuesday for pga"
20519," "": got word that celebrity apprentice has been picked up for another season! its oficial!! shooting next spring!"
20520," "": snowden not a traitor. shared info with fellow americans who have a right to know about nsa snoping"" bulshit"
20521," "": when does apprentice finish casting?"" we are casting now-some great people!"
20522," "": got engaged at . staff has been amazing! glad we could have our special day here. beautiful!"
20523," "": the real q is how does the nsa justify using contractors whom have access to such sensitive data? so true"
20524, they are laughing.
20525, thank you-work hard and good luck.
20526," the u.s. is now ""beging"" russia to give back edward snowden. in a letter they promised no death penalty for the traitor. no respect!"
20527," "": what do you think the best major to study in college is?"" follow your dreams-study what you love!"
20528," "": what do we have to do to get real leadership in our country?"" find greatness and push to victory!"
20529," "": mr. trump, can our country make it through 3 more years of this idiot in the wh?"" will not be easy!"
20530, drugie is now scheming to sue the . he will go down as the biggest sports embarrassment of all time.
20531, the new reality china s demand for oil now controls the market and opec gets away with ripping us off at $105!
20532, wacko pervert s idea of hispanic outreach is using carlos danger as his sexting. he s an insensitive racist.
20533, a message for -
20534," "": is what hapened to detroit a good thing (long term) ??? it has been sliding for decades."" incompetence"
20535," "": hey donald is this actually you tweting or just an asistant?"" me!"
20536," "": will we ever see trump run in 2016?"
20537," "": you are truly a man that anyone can look up to. i have the utmost respect for you, a true and honest man. i try!"
20538," "": you are my biggest inspiration! all the way in australia but i know you are a great american god bles"" thanks!"
20539," "": do you think the rest of the country will eventually look like detroit? with bad leadership it could hapen!"
20540," "": scotland is so lovely, i understand your love for it."""
20541," "": can't wait! what a beautiful project...you're amazing to, ivanka. "" so true!"
20542," "": remember when you were in the music video ""on our own"" from i? that was awesome."" yes!"
20543," "": "": courage is being scared to death, but saddling up anyway. - john wayne"" cant argue with the duke."""
20544," "": when will dubai be complete?"" under construction now-completion in two years!"
20545," "": cant wait for tourney next march, always good to have you on with before big tournament"""
20546," "": can't wait to visit this location one day! keep up the great work mr. trump!"" thanks!"
20547, the 250 million dollar construction of trump nationsl doral is coming along great. just left miami where i toured entire project.amazing!
20548," "": "": biggest name in real estate! "" icon!""thanks!"
20549," "": please help us achieve our goal and share the link. thank you!"""
20550," "": i feel like is the only person on my tl that has common sense when it comes to the future of our country"
20551," on the sands of playa brava, waves will reflect on wals & circular architecture of trump tower punta del este"
20552, getting ready to leave and the brand new blue monster course--it's unbelievable!
20553, learn to think continentaly. - alexander hamilton
20554," ""trump: weiner a 'sick pupy' that nyc doesn't ned"" via"
20555, in beautiful miami inspecting the progress of s $250 million conversion into the country's resort.
20556, don't ever think you've done it all already or that you've done your best. that's a shortcut to undermining your own potential.
20557," "" wouldn't you agre, that apple is falling off without visionary steve jobs?"" yes."
20558," "" also new products. they are going back to the pre steve jobs days."" and i have stock"
20559, true!
20560," "" reading the midas touch now, what an amazing source of good information."" thanks."
20561, mar-a-lago is florida s most lavish and exclusive private club and spa with world class amenities
20562," there are no environments where you're only going to win, because life just isn't like that. - bobby or"
20563," "": i feel like is the only person on my tl that has common sense when it comes to the future of our country"
20564," "": ""you have to get people wanting to work again, and that's not what's happening in this country."""
20565," "": that's because is the man."" thanks!"
20566, thanks.
20567," "": i've never liked dany zuker. notice how he has a bunch of drones begging for jobs! he has no power over jobs"
20568," "": and need to run this country. it's not rocket science...ps can't wait to see doral!"
20569, great!
20570," "": ""...other counties are looking at us as a laughingstock."" truth"""
20571, i've just started blocking out some of the repetitive and boring (& dumb) haters and losers. they are a waste of time and energy!
20572," "": this is the best vine ever!!! "" thank you-another daily change to technology!"
20573," "": if is irrelevant why did you block him? because he is irrelevant (also, boring)!"
20574," "": ten years ago, we had steve jobs, bob hope, and johny cash. now, we have no jobs, no cash, and no hope."""
20575," "": quick visit to best golf course in 'merica. when is ur next visit back to dc? "" great!"
20576," ""entrepreneurs are all unique. one way to build a business and turn it into a brand is to know who you are."" - midas touch"
20577, isn t it sad that weiner s first press conference with wife huma was yesterday admiting to a sext he made post-resignation & apology!
20578, congrats to senator mconel and s kelen guida on yesterday s successful tea party caucus
20579, looking forward to my iowa visit at summit big crowd!
20580, i can t believe apple isn t moving faster to create a larger iphone scren. bring back steve jobs!
20581," for the sake of new york city, all recent sexting victims of anthony carlos danger weiner should come forward."
